Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2024-03-15 17:36,,,1,1,1,1,p
2024-03-15 17:42,,,1,1,1,1,p
2024-03-15 17:48,,,1,1,1,1,p
2024-03-15 17:54,,,1,1,1,1,p
2024-03-15 18:00,,,1,1,1,1,p
2024-03-15 18:06,,,1,1,1,1,p
2024-03-15 18:12,,,1,1,1,1,p
2024-03-15 18:18,,,1,1,1,1,p
2024-03-15 18:24,,,1,1,1,1,p
2024-03-15 18:30,,,1,1,1,1,p
2024-03-15 18:36,,,1,1,1,1,p
2024-03-15 18:42,,,1,1,1,1,p
2024-03-15 18:48,,,1,1,1,1,p
2024-03-15 18:54,,,1,1,1,1,p
2024-03-15 19:00,,,1,1,1,1,p
2024-03-15 19:06,,,1,1,1,1,p
2024-03-15 19:12,,,1,1,1,1,p
2024-03-15 19:18,,,1,1,1,1,p
2024-03-15 19:24,,,1,1,1,1,p
2024-03-15 19:30,,,1,1,1,1,p
2024-03-15 19:36,,,1,1,1,1,p
2024-03-15 19:42,,,1,1,1,1,p
2024-03-15 19:48,,,1,1,1,1,p
2024-03-15 19:54,,,1,1,1,1,p
2024-03-15 20:00,,,1,1,1,1,p
2024-03-15 20:06,,,1,1,1,1,p
2024-03-15 20:12,,,1,1,1,1,p
2024-03-15 20:18,,,1,1,1,1,p
2024-03-15 20:24,,,1,1,1,1,p
2024-03-15 20:30,,,1,1,1,1,p
2024-03-15 20:36,,,1,1,1,1,p
2024-03-15 20:42,,,1,1,1,1,p
2024-03-15 20:48,,,1,1,1,1,p
2024-03-15 20:54,,,1,1,1,1,p
2024-03-15 21:00,,,1,1,1,1,p
2024-03-15 21:06,,,1,1,1,1,p
2024-03-15 21:12,0.936,0.012,0,0,0,0,p
2024-03-15 21:18,0.968,0.011,0,0,0,0,p
2024-03-15 21:24,0.969,0.01,0,0,0,0,p
2024-03-15 21:30,0.973,0.012,0,0,0,0,p
2024-03-15 21:36,0.991,0.011,0,0,0,0,p
2024-03-15 21:42,1.01,0.013,0,0,0,0,p
2024-03-15 21:48,1.02,0.012,0,0,0,0,p
2024-03-15 21:54,1.043,0.015,0,0,0,0,p
2024-03-15 22:00,1.057,0.013,0,0,0,0,p
2024-03-15 22:06,1.061,0.014,0,0,0,0,p
2024-03-15 22:12,1.085,0.013,0,0,0,0,p
2024-03-15 22:18,1.103,0.013,0,0,0,0,p
2024-03-15 22:24,1.114,0.016,0,0,0,0,p
2024-03-15 22:30,1.124,0.022,0,0,0,0,p
2024-03-15 22:36,1.145,0.015,0,0,0,0,p
2024-03-15 22:42,1.167,0.015,0,0,0,0,p
2024-03-15 22:48,1.182,0.021,0,0,0,0,p
2024-03-15 22:54,1.202,0.014,0,0,0,0,p
2024-03-15 23:00,1.21,0.014,0,0,0,0,p
2024-03-15 23:06,1.214,0.017,0,0,0,0,p
2024-03-15 23:12,1.226,0.013,0,0,0,0,p
2024-03-15 23:18,1.251,0.015,0,0,0,0,p
2024-03-15 23:24,1.26,0.016,0,0,0,0,p
2024-03-15 23:30,1.278,0.018,0,0,0,0,p
2024-03-15 23:36,1.289,0.016,0,0,0,0,p
2024-03-15 23:42,1.303,0.013,0,0,0,0,p
2024-03-15 23:48,1.314,0.012,0,0,0,0,p
2024-03-15 23:54,1.318,0.022,0,0,0,0,p
2024-03-16 00:00,1.311,0.021,0,0,0,0,p
2024-03-16 00:06,1.342,0.015,0,0,0,0,p
2024-03-16 00:12,1.351,0.014,1,0,0,0,p
2024-03-16 00:18,1.359,0.021,0,0,0,0,p
2024-03-16 00:24,1.379,0.018,0,0,0,0,p
2024-03-16 00:30,1.378,0.017,0,0,0,0,p
2024-03-16 00:36,1.368,0.025,0,0,0,0,p
2024-03-16 00:42,1.377,0.018,0,0,0,0,p
2024-03-16 00:48,1.396,0.022,0,0,0,0,p
2024-03-16 00:54,1.4,0.018,0,0,0,0,p
2024-03-16 01:00,1.393,0.015,1,0,0,0,p
2024-03-16 01:06,1.405,0.013,1,0,0,0,p
2024-03-16 01:12,1.407,0.014,0,0,0,0,p
2024-03-16 01:18,1.389,0.014,1,0,0,0,p
2024-03-16 01:24,1.4,0.015,0,0,0,0,p
2024-03-16 01:30,1.368,0.018,0,0,0,0,p
2024-03-16 01:36,1.367,0.019,0,0,0,0,p
2024-03-16 01:42,1.363,0.019,0,0,0,0,p
2024-03-16 01:48,1.37,0.013,0,0,0,0,p
2024-03-16 01:54,1.363,0.015,0,0,0,0,p
2024-03-16 02:00,1.358,0.015,0,0,0,0,p
2024-03-16 02:06,1.363,0.021,0,0,0,0,p
2024-03-16 02:12,1.347,0.017,0,0,0,0,p
2024-03-16 02:18,1.347,0.015,0,0,0,0,p
2024-03-16 02:24,1.325,0.017,0,0,0,0,p
2024-03-16 02:30,1.316,0.017,0,0,0,0,p
2024-03-16 02:36,1.304,0.015,0,0,0,0,p
2024-03-16 02:42,1.286,0.015,0,0,0,0,p
2024-03-16 02:48,1.301,0.011,0,0,0,0,p
2024-03-16 02:54,1.284,0.015,0,0,0,0,p
2024-03-16 03:00,1.263,0.017,0,0,0,0,p
2024-03-16 03:06,1.249,0.015,0,0,0,0,p
2024-03-16 03:12,1.234,0.014,0,0,0,0,p
2024-03-16 03:18,1.234,0.017,0,0,0,0,p
2024-03-16 03:24,1.207,0.013,0,0,0,0,p
2024-03-16 03:30,1.21,0.017,0,0,0,0,p
2024-03-16 03:36,1.206,0.016,0,0,0,0,p
2024-03-16 03:42,1.195,0.016,0,0,0,0,p
2024-03-16 03:48,1.181,0.015,0,0,0,0,p
2024-03-16 03:54,1.189,0.016,0,0,0,0,p
2024-03-16 04:00,1.176,0.011,0,0,0,0,p
2024-03-16 04:06,1.17,0.013,1,0,0,0,p
2024-03-16 04:12,1.166,0.018,0,0,0,0,p
2024-03-16 04:18,1.156,0.012,1,0,0,0,p
2024-03-16 04:24,1.136,0.014,1,0,0,0,p
2024-03-16 04:30,1.15,0.011,0,0,0,0,p
2024-03-16 04:36,1.126,0.014,0,0,0,0,p
2024-03-16 04:42,1.137,0.013,0,0,0,0,p
2024-03-16 04:48,1.13,0.013,1,0,0,0,p
2024-03-16 04:54,1.133,0.016,0,0,0,0,p
2024-03-16 05:00,1.137,0.012,0,0,0,0,p
2024-03-16 05:06,1.137,0.015,0,0,0,0,p
2024-03-16 05:12,1.133,0.013,0,0,0,0,p
2024-03-16 05:18,1.126,0.016,0,0,0,0,p
2024-03-16 05:24,1.152,0.015,0,0,0,0,p
2024-03-16 05:30,1.137,0.017,0,0,0,0,p
2024-03-16 05:36,1.145,0.013,0,0,0,0,p
2024-03-16 05:42,1.161,0.013,0,0,0,0,p
2024-03-16 05:48,1.145,0.019,0,0,0,0,p
2024-03-16 05:54,1.159,0.018,0,0,0,0,p
2024-03-16 06:00,1.167,0.017,0,0,0,0,p
2024-03-16 06:06,1.193,0.014,0,0,0,0,p
2024-03-16 06:12,1.197,0.015,0,0,0,0,p
2024-03-16 06:18,1.188,0.014,1,0,0,0,p
2024-03-16 06:24,1.204,0.017,0,0,0,0,p
2024-03-16 06:30,1.221,0.018,0,0,0,0,p
2024-03-16 06:36,1.223,0.013,0,0,0,0,p
2024-03-16 06:42,1.218,0.013,0,0,0,0,p
2024-03-16 06:48,1.236,0.016,0,0,0,0,p
2024-03-16 06:54,1.248,0.013,0,0,0,0,p
2024-03-16 07:00,1.251,0.017,0,0,0,0,p
2024-03-16 07:06,1.271,0.008,1,0,0,0,p
2024-03-16 07:12,1.285,0.015,0,0,0,0,p
2024-03-16 07:18,1.295,0.016,1,0,0,0,p
2024-03-16 07:24,1.314,0.009,0,0,0,0,p
2024-03-16 07:30,1.337,0.013,0,0,0,0,p
2024-03-16 07:36,1.363,0.016,0,0,0,0,p
2024-03-16 07:42,1.368,0.019,0,0,0,0,p
2024-03-16 07:48,1.385,0.016,0,0,0,0,p
2024-03-16 07:54,1.415,0.016,0,0,0,0,p
2024-03-16 08:00,1.434,0.019,0,0,0,0,p
2024-03-16 08:06,1.442,0.013,0,0,0,0,p
2024-03-16 08:12,1.463,0.014,0,0,0,0,p
2024-03-16 08:18,1.478,0.014,0,0,0,0,p
2024-03-16 08:24,1.505,0.013,0,0,0,0,p
2024-03-16 08:30,1.523,0.015,0,0,0,0,p
2024-03-16 08:36,1.552,0.01,0,0,0,0,p
2024-03-16 08:42,1.563,0.012,0,0,0,0,p
2024-03-16 08:48,1.582,0.013,0,0,0,0,p
2024-03-16 08:54,1.605,0.015,0,0,0,0,p
2024-03-16 09:00,1.613,0.015,0,0,0,0,p
2024-03-16 09:06,1.616,0.014,0,0,0,0,p
2024-03-16 09:12,1.638,0.01,1,0,0,0,p
2024-03-16 09:18,1.645,0.017,0,0,0,0,p
2024-03-16 09:24,1.665,0.015,0,0,0,0,p
2024-03-16 09:30,1.687,0.014,0,0,0,0,p
2024-03-16 09:36,1.695,0.012,1,0,0,0,p
2024-03-16 09:42,1.715,0.013,0,0,0,0,p
2024-03-16 09:48,1.735,0.02,0,0,0,0,p
2024-03-16 09:54,1.76,0.014,0,0,0,0,p
2024-03-16 10:00,1.769,0.019,0,0,0,0,p
2024-03-16 10:06,1.778,,1,0,0,0,p
2024-03-16 10:12,1.786,0.019,0,0,0,0,p
2024-03-16 10:18,1.788,0.018,0,0,0,0,p
2024-03-16 10:24,1.817,0.021,0,0,0,0,p
2024-03-16 10:30,1.84,0.013,0,0,0,0,p
2024-03-16 10:36,1.821,0.02,0,0,0,0,p
2024-03-16 10:42,1.836,0.015,1,0,0,0,p
2024-03-16 10:48,1.839,0.011,0,0,0,0,p
2024-03-16 10:54,1.84,0.02,0,0,0,0,p
2024-03-16 11:00,1.857,0.017,0,0,0,0,p
2024-03-16 11:06,1.846,0.017,1,0,0,0,p
2024-03-16 11:12,1.866,0.015,0,0,0,0,p
2024-03-16 11:18,1.864,0.014,0,0,0,0,p
2024-03-16 11:24,1.881,0.013,0,0,0,0,p
2024-03-16 11:30,1.871,0.016,0,0,0,0,p
2024-03-16 11:36,1.861,0.018,0,0,0,0,p
2024-03-16 11:42,1.866,0.024,0,0,0,0,p
2024-03-16 11:48,1.851,0.014,0,0,0,0,p
2024-03-16 11:54,1.858,0.025,0,0,0,0,p
2024-03-16 12:00,1.84,0.018,0,0,0,0,p
2024-03-16 12:06,1.834,0.014,0,0,0,0,p
2024-03-16 12:12,1.84,0.016,0,0,0,0,p
2024-03-16 12:18,1.812,0.021,0,0,0,0,p
2024-03-16 12:24,1.794,0.016,0,0,0,0,p
2024-03-16 12:30,1.784,0.014,0,0,0,0,p
2024-03-16 12:36,1.756,,1,0,0,0,p
2024-03-16 12:42,1.752,0.015,0,0,0,0,p
2024-03-16 12:48,1.734,0.017,0,0,0,0,p
2024-03-16 12:54,1.704,,1,0,0,0,p
2024-03-16 13:00,1.704,0.017,0,0,0,0,p
2024-03-16 13:06,1.672,0.019,0,0,0,0,p
2024-03-16 13:12,1.642,0.018,0,0,0,0,p
2024-03-16 13:18,1.623,0.009,0,0,0,0,p
2024-03-16 13:24,1.602,0.016,0,0,0,0,p
2024-03-16 13:30,1.57,0.018,0,0,0,0,p
2024-03-16 13:36,1.546,0.014,0,0,0,0,p
2024-03-16 13:42,1.509,0.016,0,0,0,0,p
2024-03-16 13:48,1.479,0.016,0,0,0,0,p
2024-03-16 13:54,1.426,0.015,0,0,0,0,p
2024-03-16 14:00,1.412,0.012,0,0,0,0,p
2024-03-16 14:06,1.382,0.016,0,0,0,0,p
2024-03-16 14:12,1.351,0.013,0,0,0,0,p
2024-03-16 14:18,1.303,0.014,0,0,0,0,p
2024-03-16 14:24,1.269,0.018,0,0,0,0,p
2024-03-16 14:30,1.221,0.017,0,0,0,0,p
2024-03-16 14:36,1.196,0.017,0,0,0,0,p
2024-03-16 14:42,1.161,0.011,0,0,0,0,p
2024-03-16 14:48,1.135,0.013,0,0,0,0,p
2024-03-16 14:54,1.102,0.013,1,0,0,0,p
2024-03-16 15:00,1.083,0.013,0,0,0,0,p
2024-03-16 15:06,1.057,0.013,0,0,0,0,p
2024-03-16 15:12,1.033,0.01,0,0,0,0,p
2024-03-16 15:18,1.022,0.013,0,0,0,0,p
2024-03-16 15:24,0.994,0.012,0,0,0,0,p
2024-03-16 15:30,0.973,0.009,0,0,0,0,p
2024-03-16 15:36,0.957,0.009,0,0,0,0,p
2024-03-16 15:42,0.935,0.01,0,0,0,0,p
2024-03-16 15:48,,,1,1,1,1,p
2024-03-16 15:54,,,1,1,1,1,p
2024-03-16 16:00,,,1,1,1,1,p
2024-03-16 16:06,,,1,1,1,1,p
2024-03-16 16:12,,,1,1,1,1,p
2024-03-16 16:18,,,1,1,1,1,p
2024-03-16 16:24,,,1,1,1,1,p
2024-03-16 16:30,,,1,1,1,1,p
2024-03-16 16:36,,,1,1,1,1,p
2024-03-16 16:42,,,1,1,1,1,p
2024-03-16 16:48,,,1,1,1,1,p
2024-03-16 16:54,,,1,1,1,1,p
2024-03-16 17:00,,,1,1,1,1,p
2024-03-16 17:06,,,1,1,1,1,p
2024-03-16 17:12,,,1,1,1,1,p
2024-03-16 17:18,,,1,1,1,1,p
2024-03-16 17:24,,,1,1,1,1,p
2024-03-16 17:30,,,1,1,1,1,p
2024-03-16 17:36,,,1,1,1,1,p
2024-03-16 17:42,,,1,1,1,1,p
2024-03-16 17:48,,,1,1,1,1,p
2024-03-16 17:54,,,1,1,1,1,p
2024-03-16 18:00,,,1,1,1,1,p
2024-03-16 18:06,,,1,1,1,1,p
2024-03-16 18:12,,,1,1,1,1,p
2024-03-16 18:18,,,1,1,1,1,p
2024-03-16 18:24,,,1,1,1,1,p
2024-03-16 18:30,,,1,1,1,1,p
2024-03-16 18:36,,,1,1,1,1,p
2024-03-16 18:42,,,1,1,1,1,p
2024-03-16 18:48,,,1,1,1,1,p
2024-03-16 18:54,,,1,1,1,1,p
2024-03-16 19:00,,,1,1,1,1,p
2024-03-16 19:06,,,1,1,1,1,p
2024-03-16 19:12,,,1,1,1,1,p
2024-03-16 19:18,,,1,1,1,1,p
2024-03-16 19:24,,,1,1,1,1,p
2024-03-16 19:30,,,1,1,1,1,p
2024-03-16 19:36,,,1,1,1,1,p
2024-03-16 19:42,,,1,1,1,1,p
2024-03-16 19:48,,,1,1,1,1,p
2024-03-16 19:54,,,1,1,1,1,p
2024-03-16 20:00,,,1,1,1,1,p
2024-03-16 20:06,,,1,1,1,1,p
2024-03-16 20:12,,,1,1,1,1,p
2024-03-16 20:18,,,1,1,1,1,p
2024-03-16 20:24,,,1,1,1,1,p
2024-03-16 20:30,,,1,1,1,1,p
2024-03-16 20:36,,,1,1,1,1,p
2024-03-16 20:42,,,1,1,1,1,p
2024-03-16 20:48,,,1,1,1,1,p
2024-03-16 20:54,,,1,1,1,1,p
2024-03-16 21:00,,,1,1,1,1,p
2024-03-16 21:06,,,1,1,1,1,p
2024-03-16 21:12,,,1,1,1,1,p
2024-03-16 21:18,,,1,1,1,1,p
2024-03-16 21:24,,,1,1,1,1,p
2024-03-16 21:30,,,1,1,1,1,p
2024-03-16 21:36,,,1,1,1,1,p
2024-03-16 21:42,,,1,1,1,1,p
2024-03-16 21:48,,,1,1,1,1,p
2024-03-16 21:54,,,1,1,1,1,p
2024-03-16 22:00,,,1,1,1,1,p
2024-03-16 22:06,,,1,1,1,1,p
2024-03-16 22:12,,,1,1,1,1,p
2024-03-16 22:18,,,1,1,1,1,p
2024-03-16 22:24,,,1,1,1,1,p
2024-03-16 22:30,,,1,1,1,1,p
2024-03-16 22:36,,,1,1,1,1,p
2024-03-16 22:42,,,1,1,1,1,p
2024-03-16 22:48,0.936,0.013,0,0,0,0,p
2024-03-16 22:54,0.939,0.009,0,0,0,0,p
2024-03-16 23:00,0.957,0.012,0,0,0,0,p
2024-03-16 23:06,0.973,0.01,0,0,0,0,p
2024-03-16 23:12,0.99,0.026,0,0,0,0,p
2024-03-16 23:18,1.001,0.03,0,0,0,0,p
2024-03-16 23:24,1.001,0.032,1,0,0,0,p
2024-03-16 23:30,1.01,0.034,1,0,0,0,p
2024-03-16 23:36,1.031,0.038,1,0,0,0,p
2024-03-16 23:42,1.033,0.041,0,0,0,0,p
2024-03-16 23:48,1.043,0.041,1,0,0,0,p
2024-03-16 23:54,1.065,0.052,0,0,0,0,p
2024-03-17 00:00,1.069,0.04,0,0,0,0,p
2024-03-17 00:06,1.082,0.045,0,0,0,0,p
2024-03-17 00:12,1.104,0.052,0,0,0,0,p
2024-03-17 00:18,1.109,0.057,0,0,0,0,p
2024-03-17 00:24,1.13,0.051,0,0,0,0,p
2024-03-17 00:30,1.157,0.042,0,0,0,0,p
2024-03-17 00:36,1.165,0.051,0,0,0,0,p
2024-03-17 00:42,1.19,0.046,0,0,0,0,p
2024-03-17 00:48,1.186,0.042,0,0,0,0,p
2024-03-17 00:54,1.2,0.049,0,0,0,0,p
2024-03-17 01:00,1.22,0.048,0,0,0,0,p
2024-03-17 01:06,1.221,0.041,0,0,0,0,p
2024-03-17 01:12,1.237,0.047,1,0,0,0,p
2024-03-17 01:18,1.251,0.04,1,0,0,0,p
2024-03-17 01:24,1.245,0.044,0,0,0,0,p
2024-03-17 01:30,1.264,0.029,1,0,0,0,p
2024-03-17 01:36,1.287,0.032,0,0,0,0,p
2024-03-17 01:42,1.299,0.03,1,0,0,0,p
2024-03-17 01:48,1.308,0.033,1,0,0,0,p
2024-03-17 01:54,1.308,0.035,0,0,0,0,p
2024-03-17 02:00,1.311,0.034,0,0,0,0,p
2024-03-17 02:06,1.32,0.028,0,0,0,0,p
2024-03-17 02:12,1.332,0.028,1,0,0,0,p
2024-03-17 02:18,1.334,0.029,1,0,0,0,p
2024-03-17 02:24,1.329,0.038,0,0,0,0,p
2024-03-17 02:30,1.338,0.039,0,0,0,0,p
2024-03-17 02:36,1.335,0.032,1,0,0,0,p
2024-03-17 02:42,1.342,0.027,1,0,0,0,p
2024-03-17 02:48,1.336,0.03,0,0,0,0,p
2024-03-17 02:54,1.336,0.033,0,0,0,0,p
2024-03-17 03:00,1.323,0.03,0,0,0,0,p
2024-03-17 03:06,1.321,0.029,0,0,0,0,p
2024-03-17 03:12,1.321,0.029,1,0,0,0,p
2024-03-17 03:18,1.311,0.032,1,0,0,0,p
2024-03-17 03:24,1.297,0.032,1,0,0,0,p
2024-03-17 03:30,1.301,0.025,1,0,0,0,p
2024-03-17 03:36,1.293,0.024,1,0,0,0,p
2024-03-17 03:42,1.29,0.033,1,0,0,0,p
2024-03-17 03:48,1.276,0.031,1,0,0,0,p
2024-03-17 03:54,1.282,0.035,0,0,0,0,p
2024-03-17 04:00,1.276,0.034,0,0,0,0,p
2024-03-17 04:06,1.277,0.029,1,0,0,0,p
2024-03-17 04:12,1.273,0.024,1,0,0,0,p
2024-03-17 04:18,1.255,0.039,1,0,0,0,p
2024-03-17 04:24,1.243,0.044,1,0,0,0,p
2024-03-17 04:30,1.234,0.036,0,0,0,0,p
2024-03-17 04:36,1.233,0.042,0,0,0,0,p
2024-03-17 04:42,1.227,0.039,0,0,0,0,p
2024-03-17 04:48,1.22,0.044,0,0,0,0,p
2024-03-17 04:54,1.215,0.041,0,0,0,0,p
2024-03-17 05:00,1.207,0.036,1,0,0,0,p
2024-03-17 05:06,1.201,0.039,0,0,0,0,p
2024-03-17 05:12,1.179,0.05,0,0,0,0,p
2024-03-17 05:18,1.178,0.044,0,0,0,0,p
2024-03-17 05:24,1.165,0.051,0,0,0,0,p
2024-03-17 05:30,1.159,0.054,0,0,0,0,p
2024-03-17 05:36,1.145,0.056,0,0,0,0,p
2024-03-17 05:42,1.14,0.042,0,0,0,0,p
2024-03-17 05:48,1.126,0.05,0,0,0,0,p
2024-03-17 05:54,1.119,0.045,0,0,0,0,p
2024-03-17 06:00,1.132,0.05,0,0,0,0,p
2024-03-17 06:06,1.127,0.048,0,0,0,0,p
2024-03-17 06:12,1.123,0.052,0,0,0,0,p
2024-03-17 06:18,1.116,0.054,0,0,0,0,p
2024-03-17 06:24,1.119,0.05,0,0,0,0,p
2024-03-17 06:30,1.121,0.053,0,0,0,0,p
2024-03-17 06:36,1.12,0.048,0,0,0,0,p
2024-03-17 06:42,1.124,0.043,0,0,0,0,p
2024-03-17 06:48,1.119,0.044,0,0,0,0,p
2024-03-17 06:54,1.124,0.048,0,0,0,0,p
2024-03-17 07:00,1.121,0.046,0,0,0,0,p
2024-03-17 07:06,1.129,0.051,0,0,0,0,p
2024-03-17 07:12,1.14,0.044,0,0,0,0,p
2024-03-17 07:18,1.144,0.052,0,0,0,0,p
2024-03-17 07:24,1.147,0.053,0,0,0,0,p
2024-03-17 07:30,1.159,0.051,0,0,0,0,p
2024-03-17 07:36,1.169,0.05,0,0,0,0,p
2024-03-17 07:42,1.171,0.051,0,0,0,0,p
2024-03-17 07:48,1.192,0.044,0,0,0,0,p
2024-03-17 07:54,1.195,0.045,0,0,0,0,p
2024-03-17 08:00,1.199,0.042,0,0,0,0,p
2024-03-17 08:06,1.207,0.045,0,0,0,0,p
2024-03-17 08:12,1.22,0.041,1,0,0,0,p
2024-03-17 08:18,1.228,0.039,0,0,0,0,p
2024-03-17 08:24,1.24,0.042,0,0,0,0,p
2024-03-17 08:30,1.255,0.034,1,0,0,0,p
2024-03-17 08:36,1.258,0.038,1,0,0,0,p
2024-03-17 08:42,1.275,0.045,0,0,0,0,p
2024-03-17 08:48,1.292,0.038,1,0,0,0,p
2024-03-17 08:54,1.314,0.032,1,0,0,0,p
2024-03-17 09:00,1.323,0.033,0,0,0,0,p
2024-03-17 09:06,1.337,0.028,0,0,0,0,p
2024-03-17 09:12,1.35,0.036,0,0,0,0,p
2024-03-17 09:18,1.372,0.028,1,0,0,0,p
2024-03-17 09:24,1.391,0.026,1,0,0,0,p
2024-03-17 09:30,1.405,0.034,1,0,0,0,p
2024-03-17 09:36,1.414,0.026,0,0,0,0,p
2024-03-17 09:42,1.429,0.023,1,0,0,0,p
2024-03-17 09:48,1.448,0.029,0,0,0,0,p
2024-03-17 09:54,1.456,0.024,0,0,0,0,p
2024-03-17 10:00,1.466,0.025,0,0,0,0,p
2024-03-17 10:06,1.495,0.027,0,0,0,0,p
2024-03-17 10:12,1.514,0.024,0,0,0,0,p
2024-03-17 10:18,1.532,0.021,0,0,0,0,p
2024-03-17 10:24,1.541,0.021,0,0,0,0,p
2024-03-17 10:30,1.554,0.028,0,0,0,0,p
2024-03-17 10:36,1.568,0.024,0,0,0,0,p
2024-03-17 10:42,1.578,0.024,0,0,0,0,p
2024-03-17 10:48,1.59,0.023,0,0,0,0,p
2024-03-17 10:54,1.606,0.023,0,0,0,0,p
2024-03-17 11:00,1.61,0.022,0,0,0,0,p
2024-03-17 11:06,1.618,0.025,1,0,0,0,p
2024-03-17 11:12,1.636,0.025,0,0,0,0,p
2024-03-17 11:18,1.649,0.028,0,0,0,0,p
2024-03-17 11:24,1.654,0.028,0,0,0,0,p
2024-03-17 11:30,1.664,0.026,0,0,0,0,p
2024-03-17 11:36,1.682,0.024,0,0,0,0,p
2024-03-17 11:42,1.691,0.023,0,0,0,0,p
2024-03-17 11:48,1.69,0.025,1,0,0,0,p
2024-03-17 11:54,1.691,0.028,0,0,0,0,p
2024-03-17 12:00,1.693,0.026,1,0,0,0,p
2024-03-17 12:06,1.695,0.024,0,0,0,0,p
2024-03-17 12:12,1.706,0.022,0,0,0,0,p
2024-03-17 12:18,1.72,0.021,1,0,0,0,p
2024-03-17 12:24,1.717,0.024,0,0,0,0,p
2024-03-17 12:30,1.722,0.026,0,0,0,0,p
2024-03-17 12:36,1.721,0.026,0,0,0,0,p
2024-03-17 12:42,1.715,0.029,0,0,0,0,p
2024-03-17 12:48,1.721,,1,0,0,0,p
2024-03-17 12:54,1.708,0.026,1,0,0,0,p
2024-03-17 13:00,1.698,0.031,1,0,0,0,p
2024-03-17 13:06,1.688,0.028,0,0,0,0,p
2024-03-17 13:12,1.688,0.03,0,0,0,0,p
2024-03-17 13:18,1.677,0.026,0,0,0,0,p
2024-03-17 13:24,1.67,0.023,0,0,0,0,p
2024-03-17 13:30,1.66,0.026,0,0,0,0,p
2024-03-17 13:36,1.649,0.019,0,0,0,0,p
2024-03-17 13:42,1.626,0.022,1,0,0,0,p
2024-03-17 13:48,1.622,0.022,0,0,0,0,p
2024-03-17 13:54,1.6,0.019,1,0,0,0,p
2024-03-17 14:00,1.572,0.023,0,0,0,0,p
2024-03-17 14:06,1.558,0.024,0,0,0,0,p
2024-03-17 14:12,1.542,0.021,1,0,0,0,p
2024-03-17 14:18,1.525,0.025,0,0,0,0,p
2024-03-17 14:24,1.503,0.024,0,0,0,0,p
2024-03-17 14:30,1.476,0.027,1,0,0,0,p
2024-03-17 14:36,1.448,0.024,1,0,0,0,p
2024-03-17 14:42,1.423,0.029,1,0,0,0,p
2024-03-17 14:48,1.402,0.033,1,0,0,0,p
2024-03-17 14:54,1.37,0.032,1,0,0,0,p
2024-03-17 15:00,1.352,0.028,1,0,0,0,p
2024-03-17 15:06,1.314,0.047,1,0,0,0,p
2024-03-17 15:12,1.278,0.057,0,0,0,0,p
2024-03-17 15:18,1.241,0.05,0,0,0,0,p
2024-03-17 15:24,1.213,0.058,0,0,0,0,p
2024-03-17 15:30,1.174,0.056,0,0,0,0,p
2024-03-17 15:36,1.135,0.044,0,0,0,0,p
2024-03-17 15:42,1.119,0.04,0,0,0,0,p
2024-03-17 15:48,1.096,0.042,0,0,0,0,p
2024-03-17 15:54,1.064,0.03,0,0,0,0,p
2024-03-17 16:00,1.084,0.011,0,0,0,0,p
2024-03-17 16:06,1.066,0.01,0,0,0,0,p
2024-03-17 16:12,1.036,0.009,0,0,0,0,p
2024-03-17 16:18,1.014,0.01,0,0,0,0,p
2024-03-17 16:24,1.005,0.013,0,0,0,0,p
2024-03-17 16:30,0.983,0.009,0,0,0,0,p
2024-03-17 16:36,0.953,0.009,0,0,0,0,p
2024-03-17 16:42,0.932,0.008,1,0,0,0,p
2024-03-17 16:48,,,1,1,1,1,p
2024-03-17 16:54,,,1,1,1,1,p
2024-03-17 17:00,,,1,1,1,1,p
2024-03-17 17:06,,,1,1,1,1,p
2024-03-17 17:12,,,1,1,1,1,p
2024-03-17 17:18,,,1,1,1,1,p
2024-03-17 17:24,,,1,1,1,1,p
2024-03-17 17:30,,,1,1,1,1,p
2024-03-17 17:36,,,1,1,1,1,p
2024-03-17 17:42,,,1,1,1,1,p
2024-03-17 17:48,,,1,1,1,1,p
2024-03-17 17:54,,,1,1,1,1,p
2024-03-17 18:00,,,1,1,1,1,p
2024-03-17 18:06,,,1,1,1,1,p
2024-03-17 18:12,,,1,1,1,1,p
2024-03-17 18:18,,,1,1,1,1,p
2024-03-17 18:24,,,1,1,1,1,p
2024-03-17 18:30,,,1,1,1,1,p
2024-03-17 18:36,,,1,1,1,1,p
2024-03-17 18:42,,,1,1,1,1,p
2024-03-17 18:48,,,1,1,1,1,p
2024-03-17 18:54,,,1,1,1,1,p
2024-03-17 19:00,,,1,1,1,1,p
2024-03-17 19:06,,,1,1,1,1,p
2024-03-17 19:12,,,1,1,1,1,p
2024-03-17 19:18,,,1,1,1,1,p
2024-03-17 19:24,,,1,1,1,1,p
2024-03-17 19:30,,,1,1,1,1,p
2024-03-17 19:36,,,1,1,1,1,p
2024-03-17 19:42,,,1,1,1,1,p
2024-03-17 19:48,,,1,1,1,1,p
2024-03-17 19:54,,,1,1,1,1,p
2024-03-17 20:00,,,1,1,1,1,p
2024-03-17 20:06,,,1,1,1,1,p
2024-03-17 20:12,,,1,1,1,1,p
2024-03-17 20:18,,,1,1,1,1,p
2024-03-17 20:24,,,1,1,1,1,p
2024-03-17 20:30,,,1,1,1,1,p
2024-03-17 20:36,,,1,1,1,1,p
2024-03-17 20:42,,,1,1,1,1,p
